mot,type,MLP total global,MLP 2011,MLP 2012,MLP 2013,total MLP radio,MLP discours,MLP TV,MLP radio 2011,MLP radio 2012,MLP radio 2013,MLP discours 2011,MLP discours 2012,MLP discours 2013,MLP TV 2011,MLP TV 2012,MLP TV 2013
avec(qu'),nom,10,6,3,1,3,7,,1,2,,5,1,1,,,
avenir,nom,65,37,19,9,10,49,6,5,2,3,28,15,6,4,2,
aveugle,nom,1,,1,,,1,,,,,,1,,,,
avion,nom,11,5,6,,6,3,2,4,2,,1,2,,,2,
avis,nom,33,19,10,4,22,4,7,14,6,2,1,1,2,4,3,
avis(d'),nom,7,3,2,2,5,1,1,2,1,2,1,,,,1,
avocat,nom,11,2,3,6,7,1,3,2,1,4,,1,,,1,2
avoir(d'),nom,72,25,28,19,41,18,13,19,12,10,4,8,6,2,8,3
avoir(l'),nom,7,6,,1,2,3,2,1,,1,3,,,2,,
avoir(n'),nom,6,3,1,2,4,2,,3,,1,,1,1,,,
avril,nom,13,5,8,,4,8,1,1,3,,4,4,,,1,
axe,nom,8,4,2,2,3,4,1,2,,1,2,1,1,,1,
Bachar,nom,10,2,1,7,10,,,2,1,7,,,,,,
baguette,nom,9,6,2,1,7,2,,5,2,,1,,1,,,
baisse,nom,61,31,26,4,22,26,13,10,11,1,13,11,2,8,4,1
balance,nom,8,4,4,,6,1,1,2,4,,1,,,1,,
bande,nom,21,6,11,4,4,17,,,1,3,6,10,1,,,
Bangladesh,nom,5,,5,,5,,,,5,,,,,,,
banlieue,nom,40,10,26,4,11,23,6,5,3,3,4,18,1,1,5,
banque,nom,76,26,36,14,14,56,6,7,5,2,19,28,9,,3,3
Banque,nom,17,6,11,,10,5,2,6,4,,,5,,,2,
banquier,nom,9,3,2,4,1,8,,1,,,2,2,4,,,
barbarie,nom,7,2,4,1,,6,1,,,,2,3,1,,1,
barre,nom,5,1,2,2,2,3,,,1,1,1,1,1,,,
bas,nom,10,3,6,1,2,8,,,2,,3,4,1,,,
base,nom,16,8,3,5,3,9,4,3,,,4,2,3,1,1,2
bataille,nom,20,5,11,4,6,11,3,1,4,1,3,5,3,1,2,
bateau,nom,8,5,3,,1,7,,1,,,4,3,,,,
bâtiment,nom,8,6,,2,1,4,3,,,1,3,,1,3,,
Bayrou,nom,8,2,6,,3,5,,,3,,2,3,,,,
BCE,nom,8,2,5,1,3,4,1,1,2,,1,3,,,,1
bénéfice,nom,41,17,18,6,16,17,8,3,9,4,10,5,2,4,4,
bénéficiaire,nom,7,3,4,,1,5,1,1,,,1,4,,1,,
Bernard,nom,5,1,3,1,2,3,,1,1,,,2,1,,,
besoin,nom,90,32,45,13,29,51,10,12,12,5,17,26,8,3,7,
biais,nom,6,2,3,1,2,4,,,1,1,2,2,,,,
bien,nom,8,4,4,,1,6,1,,1,,4,2,,,1,
bien-être,nom,7,4,3,,4,3,,3,1,,1,2,,,,
bilan,nom,24,5,16,3,10,11,3,1,9,,2,6,3,2,1,
billet,nom,8,8,,,3,2,3,3,,,2,,,3,,
bipolarisation,nom,9,4,3,2,5,2,2,3,2,,,,2,1,1,
blanc,nom,3,2,,1,,3,,,,,2,,1,,,
bleu,nom,1,1,,,,1,,,,,1,,,,,
Bleu,nom,12,1,7,4,4,5,3,,4,,1,,4,,3,
bobo,nom,6,3,3,,1,5,,1,,,2,3,,,,
bon,nom,17,7,8,2,6,8,3,2,2,2,4,4,,1,2,
bonheur,nom,19,12,4,3,2,14,3,1,,1,10,2,2,1,2,
bonjour,nom,24,9,10,5,23,,1,9,10,4,,,,,,1
bonne,nom,9,4,4,1,3,4,2,1,1,1,1,3,,2,,
boomerang,nom,10,,10,,,10,,,,,,10,,,,
bord,nom,11,4,4,3,2,8,1,1,,1,3,4,1,,,1
bouche,nom,10,5,3,2,3,7,,2,1,,3,2,2,,,
bouclier,nom,17,,17,,,17,,,,,,17,,,,
bouleversement,nom,5,3,2,,2,1,2,2,,,1,,,,2,
Bourdin,nom,38,12,12,14,38,,,12,12,14,,,,,,
boussole,nom,6,1,5,,,5,1,,,,1,4,,,1,
bout,nom,20,8,9,3,7,11,2,4,2,1,4,5,2,,2,
boutique,nom,5,1,2,2,,3,2,,,,,1,2,1,1,
bras,nom,23,7,14,2,6,16,1,2,2,2,4,12,,1,,
Brésil,nom,8,1,5,2,2,5,1,,1,1,1,3,1,,1,
brevet,nom,5,3,2,,2,1,2,,2,,1,,,2,,
bricolage,nom,5,2,,3,1,1,3,1,,,1,,,,,3
Briois,nom,7,3,2,2,4,2,1,,2,2,2,,,1,,
Bruno,nom,11,7,3,1,3,6,2,2,,1,4,2,,1,1,
brutal,nom,,,,,,,,,,,,,,,,
brutalité,nom,5,2,3,,1,2,2,,1,,2,,,,2,
Bruxelles,nom,52,13,34,5,8,34,10,1,6,1,12,18,4,,10,
budget,nom,42,15,21,6,18,20,4,8,9,1,7,10,3,,2,2
bulletin,nom,5,2,3,,1,4,,,1,,2,2,,,,
bureau,nom,12,4,6,2,4,5,3,2,,2,,5,,2,1,
bureaucratie,nom,5,5,,,2,3,,2,,,3,,,,,
business,nom,7,3,4,,7,,,3,4,,,,,,,
but,nom,34,13,13,8,11,20,3,2,5,4,10,7,3,1,1,1
cabinet,nom,9,4,4,1,2,6,1,2,,,2,3,1,,1,
CAC,nom,18,9,9,,,17,1,,,,9,8,,,1,
CAC40,nom,6,4,2,,4,,2,4,,,,,,,2,
cadre,nom,49,18,19,12,18,28,3,5,7,6,11,11,6,2,1,
Cahuzac,nom,10,,,10,7,,3,,,7,,,,,,3
calcul,nom,7,2,5,,3,3,1,,3,,2,1,,,1,
caméra,nom,13,3,8,2,5,6,2,2,1,2,1,5,,,2,
camp,nom,27,9,10,8,8,18,1,1,6,1,8,3,7,,1,
campagne,nom,175,53,108,14,42,112,21,15,22,5,34,72,6,4,14,3
candidat,nom,145,57,77,11,60,63,22,25,27,8,21,40,2,11,10,1
candidate,nom,37,16,20,1,10,22,5,6,4,,5,16,1,5,,
candidature,nom,27,15,11,1,13,12,2,9,4,,4,7,1,2,,
cantine,nom,8,3,4,1,3,5,,1,2,,2,2,1,,,
cantonale,nom,6,5,1,,,5,1,,,,4,1,,1,,
cap,nom,25,1,12,12,11,14,,1,,10,,12,2,,,
capacité,nom,37,18,9,10,7,28,2,1,5,1,15,4,9,2,,
capitaine,nom,5,,2,3,3,1,1,,,3,,1,,,1,
capital,nom,11,,9,2,6,3,2,,4,2,,3,,,2,
car,nom,29,4,9,16,18,9,2,,5,13,4,3,2,,1,1
caractère,nom,8,4,2,2,1,5,2,,1,,3,,2,1,1,
carcan,nom,12,5,7,,9,2,1,2,7,,2,,,1,,
caricature,nom,6,,5,1,4,2,,,4,,,1,1,,,
Carla,nom,5,,2,3,3,2,,,,3,,2,,,,
carrière,nom,7,2,3,2,3,4,,1,,2,1,3,,,,
carte,nom,20,9,10,1,8,11,1,4,4,,5,5,1,,1,
cas,nom,131,39,64,28,72,28,31,22,28,22,9,17,2,8,19,4
caserne,nom,6,4,2,,3,2,1,1,2,,2,,,1,,
casier,nom,6,,5,1,2,1,3,,1,1,,1,,,3,
casse,nom,6,2,4,,,3,3,,,,,3,,2,1,
caste,nom,39,18,18,3,6,31,2,,6,,18,10,3,,2,
Caste,nom,18,2,16,,,18,,,,,2,16,,,,
casting,nom,6,,5,1,,5,1,,,,,5,,,,1
catastrophe,nom,13,6,7,,3,7,3,3,,,3,4,,,3,
catégorie,nom,10,5,1,4,2,8,,1,,1,4,1,3,,,
catimini,nom,8,4,2,2,1,7,,1,,,3,2,2,,,
cause,nom,60,19,29,12,19,32,9,9,8,2,8,15,9,2,6,1
cave,nom,5,,3,2,2,2,1,,,2,,2,,,1,
cellule,nom,6,,3,3,1,4,1,,1,,,1,3,,1,
censure,nom,6,1,,5,,6,,,,,1,,5,,,
centaine,nom,22,10,9,3,10,11,1,6,2,2,4,6,1,,1,
centime,nom,6,4,2,,4,2,,3,1,,1,1,,,,
centrale,nom,5,3,1,1,4,1,,3,,1,,1,,,,
centre,nom,47,13,28,6,7,37,3,1,4,2,11,22,4,1,2,
cercle,nom,14,4,9,1,5,9,,2,3,,2,6,1,,,
certitude,nom,7,3,2,2,3,2,2,2,,1,1,,1,,2,
cesse,nom,12,3,4,5,4,6,2,,3,1,3,,3,,1,1
CGT,nom,5,2,1,2,1,4,,,,1,2,1,1,,,
chaîne,nom,12,5,5,2,3,9,,,2,1,5,3,1,,,
champ,nom,15,6,9,,2,13,,2,,,4,9,,,,
chance,nom,39,14,21,4,12,20,7,6,5,1,6,11,3,2,5,
change,nom,6,3,3,,2,4,,1,1,,2,2,,,,
changement,nom,48,10,31,7,13,31,4,4,6,3,3,24,4,3,1,
chaos,nom,15,6,6,3,4,9,2,2,1,1,3,4,2,1,1,
charge,nom,66,15,46,5,36,20,10,6,26,4,5,14,1,4,6,
chargé,nom,5,3,1,1,1,4,,,1,,3,,1,,,
Charles,nom,5,2,2,1,1,4,,,1,,2,1,1,,,
charte,nom,7,2,,5,4,3,,2,,2,,,3,,,
chasse,nom,9,3,5,1,1,6,2,,,1,2,4,,1,1,
chaussure,nom,5,2,3,,4,,1,2,2,,,,,,1,
chef,nom,40,17,16,7,19,18,3,6,10,3,10,4,4,1,2,
chemin,nom,56,15,29,12,6,48,2,2,3,1,13,24,11,,2,
chèque,nom,8,2,6,,1,5,2,1,,,1,4,,,2,
cherche,nom,5,1,2,2,3,2,,,2,1,1,,1,,,
cheval,nom,5,2,2,1,2,2,1,1,1,,,1,1,1,,
Chevallier,nom,9,,,9,2,,7,,,2,,,,,,7
chiffrage,nom,12,2,10,,2,8,2,1,1,,1,7,,,2,
chiffre,nom,54,29,22,3,19,24,11,14,5,,10,11,3,5,6,
Chine,nom,42,26,12,4,24,8,10,14,9,1,5,1,2,7,2,1
Chinois,nom,11,6,2,3,7,,4,5,2,,,,,1,,3
Chirac,nom,11,5,2,4,3,8,,,,3,5,2,1,,,
choix,nom,135,82,41,12,54,65,16,38,9,7,35,25,5,9,7,
chômage,nom,116,42,53,21,35,61,20,15,16,4,22,25,14,5,12,3
chômeur,nom,34,13,18,3,18,7,9,5,10,3,3,4,,5,4,
chose,nom,233,68,111,54,132,64,37,38,58,36,18,42,4,12,11,14
Christian,nom,8,4,3,1,1,6,1,,,1,3,3,,1,,
chute,nom,11,6,3,2,6,4,1,2,3,1,4,,,,,1
cible,nom,5,3,1,1,1,4,,,,1,3,1,,,,
ciel,nom,6,1,5,,1,3,2,1,,,,3,,,2,
cinéma,nom,7,1,5,1,4,1,2,,3,1,,1,,1,1,
Ciotti,nom,5,1,4,,3,2,,,3,,1,1,,,,
circonscription,nom,9,1,8,,7,1,1,,7,,1,,,,1,
circonstance,nom,35,8,22,5,14,16,5,1,10,3,7,7,2,,5,
circulation,nom,15,6,7,2,6,7,2,2,2,2,4,3,,,2,
cirque,nom,5,3,2,,,5,,,,,3,2,,,,
cité,nom,8,5,3,,,7,1,,,,5,2,,,1,
citoyen,nom,53,20,21,12,13,38,2,5,5,3,15,14,9,,2,
civil,nom,2,2,,,1,1,,1,,,1,,,,,
civilisation,nom,41,13,25,3,5,34,2,3,2,,10,22,2,,1,1
clair,nom,4,4,,,,4,,,,,4,,,,,
clarté,nom,5,2,,3,,5,,,,,2,,3,,,
classe,nom,115,45,55,15,35,66,14,13,15,7,23,36,7,9,4,1
clé,nom,9,3,5,1,2,7,,2,,,1,5,1,,,
clef,nom,7,5,2,,,7,,,,,5,2,,,,
client,nom,10,1,5,4,5,2,3,1,3,1,,2,,,,3
clientèle,nom,5,3,2,,1,4,,,1,,3,1,,,,
clique,nom,6,2,4,,2,4,,,2,,2,2,,,,
clivage,nom,10,3,1,6,5,5,,,1,4,3,,2,,,
code,nom,10,6,3,1,4,4,2,3,,1,2,2,,1,1,
cœur,nom,73,26,30,17,9,59,5,4,2,3,19,26,14,3,2,
cœurs,nom,5,4,,1,,4,1,,,,3,,1,1,,
Cohen,nom,9,3,,6,8,1,,2,,6,1,,,,,
cohérence,nom,24,4,18,2,11,8,5,1,8,2,3,5,,,5,
cohésion,nom,5,2,2,1,1,4,,,1,,2,1,1,,,
coin,nom,6,1,3,2,1,5,,,1,,1,2,2,,,
colère,nom,25,4,17,4,6,16,3,,4,2,4,10,2,,3,
collectif,nom,2,,,2,,2,,,,,,,2,,,
collectivité,nom,38,22,15,1,8,30,,5,3,,17,12,1,,,
collège,nom,11,6,5,,,11,,,,,6,5,,,,
collusion,nom,10,3,6,1,1,8,1,,1,,2,5,1,1,,
combat,nom,68,24,25,19,15,44,9,2,7,6,20,12,12,2,6,1
comédie,nom,6,1,5,,,6,,,,,1,5,,,,
commentaire,nom,5,,3,2,4,1,,,2,2,,1,,,,
commentateur,nom,5,3,1,1,,5,,,,,3,1,1,,,
commerçant,nom,16,7,7,2,6,8,2,4,1,1,3,5,,,1,1
commerce,nom,29,10,13,6,7,16,6,4,2,1,6,7,3,,4,2
commis,nom,6,2,3,1,3,2,1,1,1,1,1,1,,,1,
commissaire,nom,9,,1,8,,1,8,,,,,1,,,,8
commissariat,nom,7,3,4,,1,4,2,,1,,3,1,,,2,
commission,nom,19,8,6,5,12,3,4,7,1,4,1,1,1,,4,
Commission,nom,10,1,6,3,3,5,2,1,2,,,2,3,,2,
commun,nom,7,2,3,2,2,4,1,1,,1,1,3,,,,1
communautarisme,nom,34,8,13,13,6,26,2,2,1,3,6,10,10,,2,
communautariste,nom,19,8,7,4,7,8,4,3,,4,3,5,,2,2,
communauté,nom,51,18,28,5,9,28,14,4,3,2,12,13,3,2,12,
commune,nom,10,3,6,1,3,4,3,1,2,,1,2,1,1,2,
communication,nom,38,9,12,17,3,33,2,1,,2,7,11,15,1,1,
compagnie,nom,5,1,4,,1,1,3,,1,,1,,,,3,
compatriote,nom,117,43,58,16,13,94,10,4,6,3,33,48,13,6,4,
compétence,nom,37,23,12,2,5,27,5,3,2,,18,7,2,2,3,
compétition,nom,10,6,1,3,4,5,1,1,,3,4,1,,1,,
compétitivité,nom,30,9,18,3,19,6,5,6,13,,3,1,2,,4,1
complet,nom,1,,,1,,1,,,,,,,1,,,
complexe,nom,3,3,,,,3,,,,,3,,,,,
complice,nom,3,,,3,3,,,,,3,,,,,,
complicité,nom,10,,8,2,4,5,1,,2,2,,5,,,1,
comportement,nom,25,9,7,9,11,10,4,4,,7,4,4,2,1,3,
compromission,nom,11,3,8,,1,9,1,,1,,3,6,,,1,
comptabilité,nom,5,2,3,,3,2,,2,1,,,2,,,,
compte,nom,97,38,31,28,40,32,25,14,14,12,16,12,4,8,5,12
Comptes,nom,7,2,2,3,3,4,,,,3,2,2,,,,
concentration,nom,7,,6,1,,5,2,,,,,4,1,,2,
concept,nom,12,4,8,,2,4,6,1,1,,2,2,,1,5,
conception,nom,17,6,7,4,2,15,,,1,1,6,6,3,,,
concert,nom,5,2,3,,1,3,1,,1,,1,2,,1,,
concitoyen,nom,14,2,5,7,1,13,,,,1,2,5,6,,,
conclusion,nom,7,4,,3,2,4,1,2,,,1,,3,1,,
concorde,nom,6,1,1,4,,5,1,,,,1,1,3,,,1
concours,nom,6,2,3,1,1,5,,,1,,2,2,1,,,
concret,nom,3,1,2,,1,2,,1,,,,2,,,,
concurrence,nom,87,29,46,12,41,37,9,16,19,6,10,21,6,3,6,
condamnation,nom,13,1,8,4,2,6,5,1,1,,,5,1,,2,3
condamné,nom,14,1,7,6,4,5,5,,4,,1,2,2,,1,4
condition,nom,91,21,53,17,35,43,13,8,18,9,13,22,8,,13,
conférence,nom,14,6,5,3,5,9,,3,1,1,3,4,2,,,
confiance,nom,59,16,22,21,12,46,1,1,6,5,15,16,15,,,1
conflit,nom,22,12,7,3,4,16,2,1,,3,9,7,,2,,
conformisme,nom,5,3,2,,2,3,,2,,,1,2,,,,
confort,nom,6,4,,2,3,3,,1,,2,3,,,,,
confrère,nom,10,5,2,3,6,4,,4,1,1,1,1,2,,,
confrontation,nom,5,1,4,,,5,,,,,1,4,,,,
congrès,nom,9,3,4,2,2,4,3,,1,1,3,,1,,3,
connaissance,nom,7,2,5,,2,4,1,1,1,,,4,,1,,
connivence,nom,5,2,2,1,,5,,,,,2,2,1,,,
conscience,nom,51,23,16,12,10,34,7,4,3,3,17,8,9,2,5,
conseil,nom,60,33,23,4,20,35,5,15,3,2,17,16,2,1,4,
Conseil,nom,14,4,6,4,8,5,1,,5,3,4,1,,,,1
conseiller,nom,17,4,6,7,4,11,2,,2,2,4,4,3,,,2
Conseils,nom,13,6,6,1,,13,,,,,6,6,1,,,
conséquence,nom,72,27,29,16,43,17,12,16,15,12,4,9,4,7,5,
considération,nom,13,4,7,2,8,5,,2,4,2,2,3,,,,
consigne,nom,9,4,4,1,4,5,,2,1,1,2,3,,,,
consommateur,nom,12,5,6,1,3,9,,,3,,5,3,1,,,
consommation,nom,14,9,4,1,2,11,1,1,1,,8,3,,,,1
constat,nom,16,11,3,2,4,12,,4,,,7,3,2,,,
constitution,nom,7,2,4,1,,5,2,,,,2,2,1,,2,
Constitution,nom,38,13,15,10,14,21,3,3,3,8,9,10,2,1,2,
construction,nom,28,17,7,4,12,15,1,6,5,1,11,2,2,,,1
contact,nom,9,5,4,,3,5,1,2,1,,2,3,,1,,
contestation,nom,5,3,,2,2,2,1,2,,,,,2,1,,
contexte,nom,9,6,1,2,4,4,1,4,,,2,,2,,1,
continent,nom,8,3,4,1,1,7,,1,,,2,4,1,,,
continuité,nom,9,1,5,3,2,7,,,,2,1,5,1,,,
contradiction,nom,8,2,3,3,4,3,1,,1,3,1,2,,1,,
contrainte,nom,10,5,5,,2,5,3,2,,,3,2,,,3,
contraire,nom,11,5,5,1,1,8,2,1,,,4,4,,,1,1
contrat,nom,30,11,12,7,5,25,,,3,2,11,9,5,,,
contrepartie,nom,9,3,4,2,3,4,2,1,1,1,2,2,,,1,1
contribuable,nom,13,6,4,3,4,9,,1,,3,5,4,,,,
contribution,nom,17,8,8,1,7,9,1,3,4,,5,3,1,,1,
contrôle,nom,46,18,15,13,14,31,1,4,3,7,14,11,6,,1,
conviction,nom,39,17,18,4,12,24,3,4,7,1,12,10,2,1,1,1
copain,nom,5,3,2,,3,2,,2,1,,1,1,,,,
Copé,nom,58,14,38,6,37,5,16,11,20,6,3,2,,,16,
copinage,nom,9,6,3,,4,5,,3,1,,3,2,,,,
corps,nom,7,4,2,1,4,3,,2,1,1,2,1,,,,
Corrèze,nom,7,4,2,1,2,5,,2,,,2,2,1,,,
corruption,nom,22,11,6,5,7,12,3,1,2,4,7,4,1,3,,
côte,nom,5,3,2,,1,4,,1,,,2,2,,,,
côté,nom,37,10,19,8,19,14,4,3,8,8,6,8,,1,3,
cotisation,nom,9,1,8,,5,2,2,,5,,1,1,,,2,
couleur,nom,20,9,10,1,3,15,2,2,1,,6,8,1,1,1,
coup,nom,55,14,30,11,27,25,3,8,14,5,6,13,6,,3,
coupable,nom,3,1,1,1,1,2,,,,1,1,1,,,,
coupe,nom,10,4,5,1,4,5,1,1,3,,3,1,1,,1,
couple,nom,11,4,5,2,3,5,3,1,1,1,1,3,1,2,1,
cour,nom,19,8,7,4,6,11,2,2,2,2,5,4,2,1,1,
Cour,nom,18,10,3,5,8,9,1,5,,3,5,3,1,,,1
courage,nom,52,28,20,4,9,35,8,6,2,1,17,15,3,5,3,
courrier,nom,6,1,3,2,2,4,,,,2,1,3,,,,
course,nom,10,4,4,2,4,5,1,,3,1,3,1,1,1,,
coût,nom,64,29,27,8,28,26,10,13,10,5,12,11,3,4,6,
coutume,nom,11,5,6,,,11,,,,,5,6,,,,
crainte,nom,8,3,4,1,1,6,1,,1,,2,3,1,1,,
création,nom,27,13,14,,11,16,,4,7,,9,7,,,,
crédibilité,nom,5,3,2,,1,4,,,1,,3,1,,,,
crédit,nom,8,4,3,1,1,3,4,,,1,2,1,,2,2,
cri,nom,5,1,3,1,1,4,,,,1,1,3,,,,
crime,nom,20,5,8,7,9,11,,4,,5,1,8,2,,,
criminalité,nom,11,2,8,1,2,7,2,,1,1,2,5,,,2,
criminel,nom,14,1,8,5,3,10,1,,1,2,1,6,3,,1,
crise,nom,87,32,47,8,26,45,16,6,17,3,15,28,2,11,2,3
critère,nom,10,3,4,3,3,5,2,,,3,3,2,,,2,
crocodile,nom,5,2,2,1,1,4,,1,,,1,2,1,,,
croissance,nom,40,16,21,3,16,19,5,9,7,,6,10,3,1,4,
croissant,nom,1,1,,,1,,,1,,,,,,,,
croyance,nom,5,1,2,2,,5,,,,,1,2,2,,,
culte,nom,7,2,4,1,3,4,,1,1,1,1,3,,,,
culture,nom,56,22,28,6,13,41,2,11,2,,11,24,6,,2,
cupidité,nom,5,2,2,1,1,4,,,1,,2,1,1,,,
cure,nom,10,6,3,1,6,4,,5,1,,1,2,1,,,
cycle,nom,5,2,2,1,,5,,,,,2,2,1,,,
cynique,nom,,,,,,,,,,,,,,,,
cynisme,nom,13,3,10,,4,8,1,,4,,3,5,,,1,
dalongeville,nom,6,1,,5,5,,1,,,5,,,,1,,
danger,nom,27,14,8,5,16,5,6,8,4,4,1,3,1,5,1,
date,nom,9,2,2,5,3,5,1,,1,2,2,,3,,1,
débat,nom,124,37,47,40,25,86,13,10,5,10,26,31,29,1,11,1
début,nom,39,10,20,9,15,15,9,8,5,2,1,8,6,1,7,1
décembre,nom,9,3,3,3,,9,,,,,3,3,3,,,
décennie,nom,37,12,17,8,5,31,1,3,1,1,9,15,7,,1,
décentralisation,nom,18,11,7,,2,16,,2,,,9,7,,,,
décision,nom,44,24,14,6,22,15,7,14,5,3,8,4,3,2,5,
déclaration,nom,13,7,5,1,5,7,1,2,2,1,4,3,,1,,
déclassement,nom,5,4,1,,,4,1,,,,4,,,,1,
déclin,nom,5,2,2,1,,4,1,,,,2,1,1,,1,
défaite,nom,5,2,2,1,1,4,,,1,,2,1,1,,,
défaut,nom,5,,4,1,,2,3,,,,,2,,,2,1
défense,nom,39,15,14,10,10,26,3,3,6,1,11,7,8,1,1,1
défenseur,nom,17,6,5,6,4,12,1,1,1,2,5,3,4,,1,
déficit,nom,31,11,15,5,12,11,8,2,9,1,6,3,2,3,3,2
définition,nom,21,7,6,8,11,3,7,4,3,4,,,3,3,3,1
délai,nom,5,,2,3,3,2,,,2,1,,,2,,,
délinquance,nom,33,10,18,5,4,24,5,1,1,2,9,12,3,,5,
délinquant,nom,30,8,15,7,7,21,2,1,5,1,6,9,6,1,1,
délit,nom,24,7,13,4,7,10,7,4,2,1,,7,3,3,4,
délitement,nom,5,2,1,2,,5,,,,,2,1,2,,,
délocalisation,nom,12,4,7,1,6,6,,1,4,1,3,3,,,,
démagogie,nom,6,1,3,2,,6,,,,,1,3,2,,,
demande,nom,28,12,11,5,11,12,5,6,3,2,5,4,3,1,4,
demandeur,nom,10,4,6,,,6,4,,,,3,3,,1,3,
démarche,nom,5,1,3,1,2,3,,,2,,1,1,1,,,
demeure,nom,9,,4,5,7,,2,,2,5,,,,,2,
démocratie,nom,111,56,32,23,40,59,12,16,14,10,34,15,10,6,3,3
déni,nom,6,4,2,,1,4,1,,1,,3,1,,1,,
départ,nom,15,8,4,3,7,4,4,3,1,3,3,1,,2,2,
département,nom,50,26,20,4,3,47,,2,1,,24,19,4,,,
dépendance,nom,5,3,2,,1,4,,1,,,2,2,,,,
dépense,nom,46,19,20,7,4,36,6,2,1,1,17,19,,,,6
dépit,nom,12,3,8,1,1,11,,1,,,2,8,1,,,
déplacement,nom,5,2,1,2,2,3,,1,1,,1,,2,,,
dépôt,nom,10,3,5,2,5,4,1,3,2,,,3,1,,,1
député,nom,46,6,32,8,32,3,11,4,24,4,1,,2,1,8,2
dérèglement,nom,5,4,,1,2,2,1,2,,,1,,1,1,,
dérégulation,nom,7,4,2,1,1,5,1,,,1,3,2,,1,,
dérive,nom,33,13,12,8,7,21,5,4,,3,7,10,4,2,2,1
dernier,nom,13,2,8,3,6,7,,1,2,3,1,6,,,,
dernière,nom,6,1,3,2,,5,1,,,,1,2,2,,1,
déroute,nom,5,2,3,,,5,,,,,2,3,,,,
désaccord,nom,5,,2,3,4,,1,,1,3,,,,,1,
descenseur,nom,10,,10,,,10,,,,,,10,,,,
désendettement,nom,7,2,5,,1,6,,,1,,2,4,,,,
désengagement,nom,5,2,2,1,,4,1,,,,2,1,1,,1,
désespérance,nom,8,1,6,1,3,5,,1,2,,,4,1,,,
désespoir,nom,13,1,7,5,2,9,2,,2,,,4,5,1,1,
désignation,nom,5,3,2,,1,4,,1,,,2,2,,,,
désindustrialisation,nom,9,4,4,1,5,3,1,4,1,,,2,1,,1,
désir,nom,15,3,7,5,6,5,4,2,1,3,,4,1,1,2,1
Désir,nom,8,1,,7,6,2,,,,6,1,,1,,,
désordre,nom,24,7,14,3,,24,,,,,7,14,3,,,
dessein,nom,8,2,1,5,,8,,,,,2,1,5,,,
destin,nom,30,16,8,6,2,28,,1,1,,15,7,6,,,
destructeur,nom,1,,,1,,1,,,,,,,1,,,
destruction,nom,16,7,4,5,5,10,1,2,,3,5,3,2,,1,
détail,nom,7,2,5,,2,4,1,1,1,,1,3,,,1,
détermination,nom,16,9,4,3,1,15,,1,,,8,4,3,,,
détriment,nom,9,5,3,1,2,6,1,1,,1,3,3,,1,,
dette,nom,105,56,36,13,36,49,20,23,12,1,27,20,2,6,4,10
dévaluation,nom,12,9,1,2,10,,2,8,,2,,,,1,1,
développement,nom,19,7,11,1,3,11,5,2,1,,3,7,1,2,3,
devise,nom,5,4,,1,,5,,,,,4,,1,,,
devoir,nom,36,15,20,1,3,33,,2,1,,13,19,1,,,
diagnostic,nom,6,,6,,1,4,1,,1,,,4,,,1,
dialogue,nom,5,1,4,,2,3,,,2,,1,2,,,,
dictature,nom,14,6,5,3,6,7,1,2,2,2,3,3,1,1,,
Dieu,nom,5,2,3,,2,1,2,1,1,,,1,,1,1,
diffamation,nom,5,4,1,,3,,2,2,1,,,,,2,,
différence,nom,37,7,15,15,16,12,9,2,4,10,4,6,2,1,5,3
difficile,nom,2,1,1,,,1,1,,,,,1,,1,,
difficulté,nom,55,26,24,5,29,11,15,14,14,1,3,5,3,9,5,1
dignité,nom,19,9,9,1,2,14,3,1,1,,7,6,1,1,2,
diktat,nom,11,3,5,3,4,6,1,2,,2,1,4,1,,1,
dilution,nom,5,5,,,,5,,,,,5,,,,,
dimanche,nom,9,3,5,1,5,3,1,2,2,1,,3,,1,,
diminution,nom,8,5,1,2,1,7,,,,1,5,1,1,,,
diplomatie,nom,16,8,3,5,6,9,1,4,1,1,3,2,4,1,,
dire,nom,20,2,11,7,10,10,,1,5,4,1,6,3,,,
directeur,nom,5,3,2,,2,2,1,1,1,,1,1,,1,,
direction,nom,24,9,12,3,5,12,7,1,4,,7,4,1,1,4,2
directive,nom,14,5,6,3,2,10,2,1,,1,4,4,2,,2,
dirigeant,nom,55,32,14,9,26,23,6,17,6,3,11,7,5,4,1,1
discipline,nom,8,7,1,,4,4,,4,,,3,1,,,,
discours,nom,55,20,28,7,16,31,8,6,6,4,10,18,3,4,4,
discrimination,nom,12,5,5,2,4,6,2,2,2,,2,2,2,1,1,
discussion,nom,5,2,1,2,2,3,,1,,1,1,1,1,,,
disparition,nom,28,12,10,6,8,13,7,5,2,1,6,2,5,1,6,
disposition,nom,6,1,5,,,4,2,,,,1,3,,,2,
dissolution,nom,10,1,1,8,6,4,,,1,5,1,,3,,,
distribution,nom,20,6,14,,14,6,,1,13,,5,1,,,,
dit,nom,104,34,49,21,67,18,19,27,25,15,2,13,3,5,11,3
divergence,nom,12,7,4,1,8,3,1,6,2,,1,1,1,,1,
diversion,nom,12,1,1,10,4,8,,,,4,1,1,6,,,
diversité,nom,16,6,8,2,4,11,1,4,,,2,7,2,,1,
division,nom,12,1,1,10,4,8,,,,4,1,1,6,,,
